Action,Description,Filter,Message,Name,RegEx,Sev,ThresholdPerDay,ThresholdPerMin
"Remove the PVLAN configuration, and reattach the RACL to the VLAN to configure it in PFC.",This message indicates that the VLAN is configured with Private VLAN (PVLAN) and that the device Access Control List (RACL) for this VLAN cannot be configured in the Policy Feature Card (PFC). The RACL is enforced in the Multilayer Switch Feature Card (MSFC) software. [dec] is the VLAN number.,N,ACL-3-RACLMAPCOMMITFAIL,ACL-3-RACLMAPCOMMITFAIL,*ACL-3-RACLMAPCOMMITFAIL*,3,0,0
"Try to remove the unused security or QoS ACL, or contact your technical support","This message indicates that the hardware ternary content addressable memory (TCAM) table was full when you attempted to configure a new ACL.

",N,ACL-3-TCAMFULL,ACL-3-TCAMFULL,*ACL-3-TCAMFULL*,3,0,0
No action is required. This is information message.,The message indicates that a packet has matched one of the rules with ’log’ option in the specified IP access-list.,Y,ACL-6-IPACCESS,ACL-6-IPACCESS,*ACL-6-IPACCESS*,6,0,0
No action is required – this message is for information only.,"This log can be identified when IPv6 Egress ACLs on routed ports are supported. Since the interface has become a routed port, thepreviously configured IPv6 Egress ACL will now be installed.",N,ACL-6-IPV6_ERACL_ROUTEDPORT,ACL-6-IPV6_ERACL_ROUTEDPORT,*ACL-6-IPV6_ERACL_ROUTEDPORT*,6,0,0
  This is an informational message only. No action is required.,IPv6 Egress ACLs on switch (non-routed) ports are not yet supported but the user configuration will be stored. The ACL will become active when the interface is changed to a routed interface.,Y,ACL-6-IPV6_ERACL_SWITCHPORT,ACL-6-IPV6_ERACL_SWITCHPORT,*ACL-6-IPV6_ERACL_SWITCHPORT*,6,0,0
"Check the error string and collect the output of the following commands: show tech-support access-list ipv4 show tech-support access-list ipv6. From the output, we can find the fix.",The ACL MIB library initialization has failed. The ACL Statistics MIB functionality will be unavailable.,N,ACL-ACLMIB-3-INIT_ERROR,ACL-ACLMIB-3-INIT_ERROR,*ACL-ACLMIB-3-INIT_ERROR*,3,0,0
This is information only message. No action is required.,A packet matching the log criteria for the given access list was detected. These messages are issued whenever access lists are configured with the  log  option and matches with the IP protocol type ICMP. This message is seen for the first match and for each match after the hit count is greater than 0x7FFFFFFF(2147483647).,N,ACL-IPV4_ACL-6-IPACCESSLOGDP,ACL-IPV4_ACL-6-IPACCESSLOGDP,*ACL-IPV4_ACL-6-IPACCESSLOGDP*,6,0,0
"This is information only message, no action required.","A packet matching the log criteria for the given access list was detected. These messages are issued whenever access lists are configured with the ’log’ option and matches with the IP protocol type other than TCP, UDP, SCTP, IGMP, ICMP and ’standard ACL’. This message is seen for the first match and for each match after the hit count is greater than 0x7FFFFFFF(2147483647).",N,ACL-IPV4_ACL-6-IPACCESSLOGNP,ACL-IPV4_ACL-6-IPACCESSLOGNP,*ACL-IPV4_ACL-6-IPACCESSLOGNP*,6,0,0
"This is information only message, no action required No action is required.",A packet matching the log criteria for the given access list was detected. These messages are issued whenever access lists are configured with the  log  option and matches with the IP protocol type TCP (or) UDP (or) SCTP. This message is seen for the first match and for each match after the hit count is greater than 0x7FFFFFFF(2147483647).,Y,ACL-IPV4_ACL-6-IPACCESSLOGP,ACL-IPV4_ACL-6-IPACCESSLOGP,*ACL-IPV4_ACL-6-IPACCESSLOGP*,6,0,0
This is an information message. No action is required.,"A packet matching the log criteria for the given access list was detected. These messages
are issued whenever access lists are configured with the ’log’ option and matches with the IP
protocol type IGMP. This message is seen for the first match and for each match after the hit count
is greater than 0x7FFFFFFF(2147483647).",N,ACL-IPV4_ACL-6-IPACCESSLOGRP,ACL-IPV4_ACL-6-IPACCESSLOGRP,*ACL-IPV4_ACL-6-IPACCESSLOGRP*,6,0,0
"This is information only message, no action required",A packet matching the log criteria for the given access list was detected. These messages are issued whenever access lists are configured with the ’log’ option and matches with the access-list that is used by routing protocols.,N,ACL-IPV4_ACL-6-IPACCESSLOGS,ACL-IPV4_ACL-6-IPACCESSLOGS,*ACL-IPV4_ACL-6-IPACCESSLOGS*,6,0,0
"This is information only message, no action required.","Packet matching the log criteria for the given access list was detected. These messages are issued when the IP protocol type is other than TCP, UDP and SCTP.",N,ACL-IPV6_ACL-6-IPACCESSLOGNP,ACL-IPV6_ACL-6-IPACCESSLOGNP,*ACL-IPV6_ACL-6-IPACCESSLOGNP*,6,0,0
"This is information only message, no action required.",These messages are issued whenever access lists are configured with the ’log’ option and matches with the IP protocol type TCP (or) UDP (or) SCTP. This message is seen for the first match and for each match after the hit count is greater than 0x7FFFFFFF(2147483647).,N,ACL-IPV6_ACL-6-IPACCESSLOGP,ACL-IPV6_ACL-6-IPACCESSLOGP,*ACL-IPV6_ACL-6-IPACCESSLOGP*,6,0,0
This is an information message. No action is required.,This message indicates the flow information in current alert interval.,Y,ACLLOG-3-ACLLOG_FLOW_INTERVAL,ACLLOG-3-ACLLOG_FLOW_INTERVAL,*ACLLOG-3-ACLLOG_FLOW_INTERVAL*,3,0,0
Action,Max flow reached in current interval:,Y,ACLLOG-4-ACLLOG_MAXFLOW_REACHED,ACLLOG-4-ACLLOG_MAXFLOW_REACHED,*ACLLOG-4-ACLLOG_MAXFLOW_REACHED*,4,0,0
No action required this is an informational message.,This message indicates a ACL has detected an new acllog flow.,N,ACLLOG-6-ACLLOG_NEW_FLOW,ACLLOG-6-ACLLOG_NEW_FLOW,*ACLLOG-6-ACLLOG_NEW_FLOW*,6,0,0
No action is required.,The PPF Verify failed.,N,ACLMGR-3-ACLMGR_VERIFY_FAIL,ACLMGR-3-ACLMGR_VERIFY_FAIL,*ACLMGR-3-ACLMGR_VERIFY_FAIL*,3,0,0
No action is required.,"The ACL manager is now able to load more of the configured features on this label into the hardware. One or more features had previously been unloaded because of lack of space. [chars] is the direction (input or output), and [dec] is the label number.",N,ACLMGR-4-RELOADED,ACLMGR-4-RELOADED,*ACLMGR-4-RELOADED*,4,0,0
"Use a simpler configuration. Use the same ACLs on multiple interfaces, if possible.","The ACL manager was unable to fit the complete configuration into the hardware, so some features will be applied in software. This prevents some or all of the packets in a VLAN from being forwarded in hardware and requires them to be forwarded by the CPU. Multicast packets might be dropped entirely instead of being forwarded. [chars] is the direction (input or output), and [dec] is the label number.",N,ACLMGR-4-UNLOADING,ACLMGR-4-UNLOADING,*ACLMGR-4-UNLOADING*,4,0,0
Contact Cisco TA,This message indicates that internal error in ACL QoS queuing config,N,ACLQOS-3-ACLQOS_QUEUING_ERROR,ACLQOS-3-ACLQOS_QUEUING_ERROR,*ACLQOS-3-ACLQOS_QUEUING_ERROR*,3,0,0
"No action needed.

","Non atomic ACL QoS policy update was done

",N,ACLQOS-5-ACLQOS_NON_ATOMIC,ACLQOS-5-ACLQOS_NON_ATOMIC,*ACLQOS-5-ACLQOS_NON_ATOMIC*,5,0,0
Recommend to configure TCAM region Ingress COPP (Control Plane Policing). TCAM resources need to be carved out for NAT by using the hardware access-list tcam region nat command. The number of entries (in multiples of 256) depends on the number of NAT entries we want the switch to supports.,ACLQOS failed. TCAM region is not configured for feature QoS class IPv4 direction ingress. It appears that haven t carved the TCAM space for nat. We can find out the current TCAM utilization for all allocated regions and find out which regions can spare some entries with the command #sh hardware access-list tcam region.,N,ACLQOS-SLOT1-2-ACLQOS_FAILED,ACLQOS-SLOT1-2-ACLQOS_FAILED,*ACLQOS-SLOT*-2-ACLQOS_FAILED*,2,0,0
Please open a ticket with TAC for further investigation,This message indicates that the TCAM resources to program ACLs got exhausted.,N,ACLQOS-SLOT1-2-ACLQOS_OOTR,ACLQOS-SLOT1-2-ACLQOS_OOTR,*ACLQOS-SLOT*-2-ACLQOS_OOTR*,2,0,0
"Contact TAC for further investigation

",This message indicates that Tcam is almost full.,N,ACLQOS-SLOT1-4-ACLQOS_OVER_THRESHOLD,ACLQOS-SLOT1-4-ACLQOS_OVER_THRESHOLD,*ACLQOS-SLOT*-4-ACLQOS_OVER_THRESHOLD*,4,0,0
"Reconfigure the correct queuing policy
",Attempted to configure an invalid queuing policy.,N,ACLQOS-SLOT1-4-ACLQOS_QUEUING_INVALID,ACLQOS-SLOT1-4-ACLQOS_QUEUING_INVALID,*ACLQOS-SLOT*-4-ACLQOS_QUEUING_INVALID*,4,0,0
"Recommended action is to : - issue clear adjacency every time the problem arises
- implement the command no ip cef optimize neighbor resolution for longer term fix","These are common messages that keeps coming whenever the Adjacency is not present and ARP cannot source the entry due to various reasons. This message doesn t appear in cases where the IP address just can t be resolved. In normal cases, when ARP gets queried for these adjacencies, it will just do an ARP retry for these addresses and it will not print this message.",N,ADJ-3-RESOLVE_REQ,ADJ-3-RESOLVE_REQ,*ADJ-3-RESOLVE_REQ*Adj*,3,0,0
"This condition is typically transient and is rectified by the control plane driving stacking. E.g. if an ip tunnel destination resolves through the tunnel transiently this message would appear. The situation would be rectified either by learning the tunnel destination through an inteface other than the tunnel itself or by bringing the tunnel down

","A midchain adjacency failed to stack onto output chain because a loop was detected. Traffic through the adjacency will be dropped until the adj is restacked. 

",N,ADJ-5-PARENT,ADJ-5-PARENT,*ADJ-5-PARENT*,5,0,0
"This is an informational message only. These are not an issue, and can be safely disabled with using #no ip cef optimize neighbor resolution.","The address resolution protocol (ARP) is a protocol used by the Internet Protocol (IP). It seems that every time there is an ARP-request sent out to a non-existent destination, causing INCOMPLETE in the ARP-table, this message is generated.",N,ADJ-5-RESOLVE_REQ_FAIL,ADJ-5-RESOLVE_REQ_FAIL,*ADJ-5-RESOLVE_REQ_FAIL*,5,0,0
No action is required.,This message indicates an informational log about a system event.,Y,ADJMGR-3-IP_GLEAN_EXCESS_TRAFFIC,ADJMGR-3-IP_GLEAN_EXCESS_TRAFFIC,*ADJMGR-3-IP_GLEAN_EXCESS_TRAFFIC*,3,0,0
"Troubleshoot the issue with the logs available. For further assistance contact TAC
","Mac registration failed. Need full message for further investigation. 

Ex:
ADJMGR-3-MAC_REG_FAILED: adjmgr [3727] Mac registration with L2FM failed for mac xxxx.xxxx.xxxx, iod Vlan191, phy iod: port-channel169",N,ADJMGR-3-MAC_REG_FAILED,ADJMGR-3-MAC_REG_FAILED,*ADJMGR-3-MAC_REG_FAILED*,3,0,0
No action is required.,An unexpected but recoverable error has occurred.,Y,ADJMGR-5-MTS_OPC_UNK,ADJMGR-5-MTS_OPC_UNK,*ADJMGR-5-MTS_OPC_UNK*,5,0,0
"Reduce size of corresponding component or change TCAM carvings for the feature to provide additional space for the corresponding TCAM region. If this event is unexpected, please collect show hardware profile tcam region Show system reset-reason Show tech and show platform afm info tcam 0 region sup from the device and open a TAC case for further investigation","Particular TCAM utilization has gone above the configured threshold

",N,AFM-2-AFM_TCAM_UTIL_ABOVE_THRESHOLD,AFM-2-AFM_TCAM_UTIL_ABOVE_THRESHOLD,*AFM-2-AFM_TCAM_UTIL_ABOVE_THRESHOLD*,3,0,0
No action is required.,Particular TCAM utilization has come below the configured threshold.,N,AFM-2-AFM_TCAM_UTIL_BELOW_THRESHOLD,AFM-2-AFM_TCAM_UTIL_BELOW_THRESHOLD,*AFM-2-AFM_TCAM_UTIL_BELOW_THRESHOLD*,2,0,0
"If the problem persists, try killing the agent and letting ProcMgr restart it by dropping intobash mode, using ps(1) to find the process, and sending it SIGTERM or SIGKILL with kill(1).","The agent is taking an excessive amount of time to reach steady state, meaning declare itself operating consistently with its configuration, and may be hung.",N,AGENT-4-EXCESSIVE_WARMUP_DELAY,AGENT-4-EXCESSIVE_WARMUP_DELAY,*AGENT-4-EXCESSIVE_WARMUP_DELAY*,4,0,0
No action is required.,This message indicates that the agent has restarted,Y,AGENT-6-INITIALIZED,AGENT-6-INITIALIZED,*AGENT-6-INITIALIZED*,6,0,0
"To take advantage of recent fixes, upgrade your system to the latest Cisco IOS software release in your release train. If this message recurs, enter the show log, show alignment and show tech-support commands, contact your Cisco technical support representative, and provide the representative with the gathered information.","Alignment correction made at [hex] [chars]ing [hex]An alignment error has been detected and corrected. Alignment errors are due to misaligned reads and writes caused by a software failure. Correcting alignment errors consumes processor resources and may result in a performance penalty. If there are recurring alignment errors, CPU utilization may be seriously affected.",N,ALIGN-3-CORRECT,ALIGN-3-CORRECT,*ALIGN-3-CORRECT*,3,0,0
"Issue the show alignment command to gather data that might help identify the nature of the error. If you cannot determine the nature of the error from the error message text or from the show alignment output, copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http: www.cisco.com tac. Otherwise Contact TA","This message occurs when there is an attempt by Cisco IOS software, to access memory in a restricted location.",N,ALIGN-3-SPURIOUS,ALIGN-3-SPURIOUS,*ALIGN-3-SPURIOUS*,3,0,0
"Issue the show alignment command to gather data that might help identify the nature of the error. If you cannot determine the nature of the error from the error message text or from the show alignment output, copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http: www.cisco.com tac. Otherwise Contact TA",A trace that shows where the previous ALIGN error occurred.,N,ALIGN-3-TRACE_SO,ALIGN-3-TRACE_SO,*ALIGN-3-TRACE_SO*,3,0,0
